name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	rz
LHA1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHA2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHA3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHA4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LSTA1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes
LCAS5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHA5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHA6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHA7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHA8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHP1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHP2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHP3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHP4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHP6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHP7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHP8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHP9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LHP10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LBTA1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LBTA2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHA9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHA10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LBTA3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LBTA4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LBTA5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LBTA6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LBTA7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LBTA8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LBTP1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LBTP2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LBTP3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LBTP4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LBTP5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LBTP6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LBTP7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
DC01	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
DC02	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
DC03	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
DC04	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LBTP8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LSTA2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes
$LHA9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
