name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	epz	rz
MP1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MP2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MP3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MP4	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MP5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MP6	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MP7	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MP8	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MP9	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	Excel-labeled	n/a	n/a	n/a
MP10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	Excel-labeled	n/a	n/a	n/a
MP11	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MP12	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MP13	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	yes	n/a
MP14	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	yes	n/a
MP15	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	yes	n/a
MP16	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	yes	n/a
MPF01	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MPF02	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MPF03	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MPF04	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MPF05	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MPF06	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MPF07	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MPF08	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MPF09	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MPF10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	yes	n/a	n/a
MPF11	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	yes	n/a	n/a
MPF12	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	yes	n/a	n/a
MAF01	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MAF02	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MAF03	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MAF04	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MAF05	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MAF06	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MAF07	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MAF08	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MAF09	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MAF10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	yes
MAF11	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
MAF12	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSA01	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSA02	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSA03	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSA04	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSA05	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSA06	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSA07	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSA08	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSA09	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSA10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMA01	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMA02	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMA03	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMA04	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMA05	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMA06	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMA07	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMA08	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMA09	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMA10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMA11	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMA12	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
EKG1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	Excel-labeled	n/a	n/a	n/a
EKG2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	Excel-labeled	n/a	n/a	n/a
LIA01	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LIA02	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LIA03	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LIA04	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LIA05	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LIA06	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LIA07	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LIA08	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LIA09	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LIA10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LIA11	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LIA12	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LIA13	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LIA14	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LIA15	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LIA16	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LM01	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LM02	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LM03	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LM04	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LM05	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LM06	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LM07	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LM08	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LM09	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LM10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LM11	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LM12	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LM13	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LM14	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSP01	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSP02	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSP03	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSP04	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSP05	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSP06	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSP07	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSP08	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSP09	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSP10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSP11	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LSP12	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMP01	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMP02	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMP03	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMP04	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMP05	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMP06	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMP07	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMP08	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMP09	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
LMP10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
AIN1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	Excel-labeled	n/a	n/a	n/a
AIN2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	Excel-labeled	n/a	n/a	n/a
AIN3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	Excel-labeled	n/a	n/a	n/a
AIN4	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	Excel-labeled	n/a	n/a	n/a
DIN1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	Excel-labeled	n/a	n/a	n/a
