name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz
RAM1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes
RAM2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes
RAM3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes
RAM4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes
A5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
A6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RAM5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RAM6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RAM7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RAM8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RAH1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes
RAH2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes
RAH3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes
RAH4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RAH5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RAH6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RAH7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RAH8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RAH9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
E	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RAH10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RPH1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes
RAM9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RAM10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RPH2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes
RPH3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes
RPH4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RPH5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RPH6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RPH7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RPH8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RPH9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RPH10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RPHG1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes
RPHG2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes
RPHG3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes
RPHG4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
DC01	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
DC02	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
DC03	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
DC04	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RPHG5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RPHG6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
$RAM9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
$RAM10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RPHG7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RPHG8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RPHG9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RPHG10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RFUS1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RFUS2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RFUS3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RFUS4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
