name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	rz
LAI1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAI2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAI3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAI4	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAI5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAI6	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAI7	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAI8	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAI9	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAI10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAI11	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	Excel-labeled	n/a	n/a
LAI12	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	Excel-labeled	n/a	n/a
LAI13	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	Excel-labeled	n/a	n/a
LAI14	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	Excel-labeled	n/a	n/a
LPI1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPI2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPI3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPI4	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPI5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPI6	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPI7	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPI8	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPI9	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPI10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPI11	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPI12	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPI13	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPI14	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAD1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAD2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAD3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAD4	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAD5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAD6	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAD7	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAD8	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAD9	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAD10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAH1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAH2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAH3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAH4	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAH5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAH6	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAH7	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAH8	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAH9	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LAH10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPH1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPH2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPH3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPH4	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPH5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPH6	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPH7	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPH8	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPH9	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPH10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPH11	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPH12	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPH13	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPH14	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
G	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	Excel-labeled	n/a	n/a
G3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	Excel-labeled	n/a	n/a
LOF1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LOF2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LOF3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LOF4	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LOF5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LOF6	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LOF7	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LOF8	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LOF9	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LOF10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LOF11	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LOF12	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LOF13	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LOF14	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LOF15	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LOF16	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPF1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPF2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPF3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPF4	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPF5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPF6	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPF7	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPF8	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPF9	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPF10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPF11	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPF12	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPF13	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPF14	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPF15	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPF16	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LCD1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LCD2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LCD3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LCD4	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LCD5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LCD6	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LCD7	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LCD8	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LCD9	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LCD10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a
LPT1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	yes	yes
LPT2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	yes	yes
LPT3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	yes	yes
LPT4	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	yes	yes
LPT5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	yes	yes
LPT6	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	yes	yes
