name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	epz
RTP1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
RTP2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
RTP3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
RTP4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAT1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAT2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAT3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAT4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAT5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAT6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAT7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAT8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAT9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAT10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAT11	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAT12	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHH1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHH2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHH3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHH4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHH5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHH6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHH7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHH8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHH9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHH10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHH11	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHH12	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAI1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAI2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAI3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAI4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
