name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	epz	rz
LPFC1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LPFC2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LPFC3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LPFC4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LPFC5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
LPFC6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
LPFC7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LPFC8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LPFC9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	White Matter	n/a	n/a	n/a
LPFC10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	White Matter	n/a	n/a	n/a
LPFC13	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LPFC14	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LPFC15	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LPFC16	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LACC1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	White Matter	n/a	n/a	n/a
LACC2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LACC3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LACC4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	White Matter	n/a	n/a	n/a
LACC5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	White Matter	n/a	n/a	n/a
E	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
LACC6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	White Matter	n/a	n/a	n/a
LACC7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LPFC11	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	White Matter	n/a	n/a	n/a
LPFC12	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	White Matter	n/a	n/a	n/a
LACC8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LACC9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LACC10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LACC11	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LACC12	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LAID1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	White Matter	n/a	n/a	n/a
LAID2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	yes
LAID3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	yes
LAID4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	yes
LAID5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	yes
LAID6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	n/a	yes
LAID7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	n/a	yes
LAID8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	n/a	yes
DC09	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	n/a	n/a	n/a	n/a
DC10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
DC11	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
DC12	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
LAID9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	yes
LAID10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	yes
$LPFC11	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
$LPFC12	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
LPID1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes	n/a
LPID2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes	n/a
LPID3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes	n/a
LPID4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes	n/a
LPID5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes	n/a
LPID6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
LPID7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	White Matter	n/a	n/a	n/a
LPID8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	White Matter	n/a	n/a	n/a
LPID9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	White Matter	n/a	n/a	n/a
LPID10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	White Matter	n/a	n/a	n/a
