name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	epz	rz
RAI1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	yes	n/a	yes
RAI2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	yes	n/a	yes
RAI3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	yes
RAI4	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RAI5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RAI6	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RAI7	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RAI8	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RAI9	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RAI10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RAI11	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RAI12	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	Excel-labeled	n/a	n/a	n/a
RAI13	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RAI14	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RPI1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RPI2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RPI3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RPI4	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RPI5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RPI6	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RPI7	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RPI8	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
RPI9	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a	n/a	n/a	n/a
