name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	rz
RATO1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RATO2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RATO3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RATO4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RATO5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	yes
RATO6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	yes
RATO7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RATO8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RATO9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RATO10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RPTO3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RPTO4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RPTO5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RPTO6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RPTO7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RPTO8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RPTO9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RPTO10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RPHD1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes
E	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
RPHD2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes
RPHD3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes
RPTO1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RPTO2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RPHD4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes
RPHD5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RPHD6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RPHD7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RPHD8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RPHD9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RPHD10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RPHD11	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RPHD12	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RPCD1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RPCD2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RPCD3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RPCD4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
DC09	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	n/a	n/a	n/a
DC10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
DC11	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
DC12	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
RPCD5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RPCD6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
$RPTO1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
$RPTO2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
