name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	rz
RPF1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPF2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPF3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPF4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPF5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPF6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPF7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPF8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPF9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPF10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPF11	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPF12	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPF13	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPF14	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPF15	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPF16	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAD1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAD2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAD3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAD4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAD5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAD6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAD7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAD8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAD9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAD10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAD11	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAD12	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAH1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAH2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAH3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAH4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAH5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAH6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAH7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAH8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAH9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAH10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPH1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPH2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPH3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPH4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPH5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPH6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPH7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPH8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPH9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RPH10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAI1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAI2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAI3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAI4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAI5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAI6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAI7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAI8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAI9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RAI10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RSI1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RSI2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RSI3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RSI4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RSI5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RSI6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RSI7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RSI8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RSI9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RSI10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RSI11	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RSI12	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RSI13	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RSI14	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RII1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RII2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RII3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RII4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RII5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RII6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RII7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RII8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RII9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RII10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RII11	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RII12	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RII13	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
RII14	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LAI1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LAI2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LAI3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LAI4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LAI5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LAI6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LAI7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LAI8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LAI9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LAI10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LSI1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LSI2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LSI3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LSI4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LSI5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LSI6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LSI7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LSI8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LSI9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LSI10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LSI11	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LSI12	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LSI13	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LSI14	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LII1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LII2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LII3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LII4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LII5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LII6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LII7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LII8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LII9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LII10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
LII11	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a
